"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2021 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of Citable OA
"ACTA NEUROPATHOLOGICA","ACTA NEUROPATHOL","SPRINGER","0001-6322","1432-0533","NEUROSCIENCES","SCIE","30,046","15.887","Q1","3.64","57.18"%,
"ACTA NEUROPATHOLOGICA","ACTA NEUROPATHOL","SPRINGER","0001-6322","1432-0533","PATHOLOGY","SCIE","30,046","15.887","Q1","3.64","57.18"%,
"Biomaterials Research","BIOMATER RES","SPRINGERNATURE","1226-4601","2055-7124","ENGINEERING, BIOMEDICAL","SCIE","1,897","15.863","Q1","1.4","100"%,
"Biomaterials Research","BIOMATER RES","SPRINGERNATURE","1226-4601","2055-7124","MATERIALS SCIENCE, BIOMATERIALS","SCIE","1,897","15.863","Q1","1.4","100"%,
"Advances in Methods and Practices in Psychological Science","ADV METH PRACT PSYCH","SAGE PUBLICATIONS INC","2515-2459","2515-2467","PSYCHOLOGY","SCIE","2,016","15.817","Q1","4.8","51.61"%,
"Advances in Methods and Practices in Psychological Science","ADV METH PRACT PSYCH","SAGE PUBLICATIONS INC","2515-2459","2515-2467","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","2,016","15.817","Q1","4.8","51.61"%,
"COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY","COMPR REV FOOD SCI F","WILEY","1541-4337","1541-4337","FOOD SCIENCE & TECHNOLOGY","SCIE","15,338","15.786","Q1","1.4","6.49"%,
"INTERNATIONAL MATERIALS REVIEWS","INT MATER REV","TAYLOR & FRANCIS LTD","0950-6608","1743-2804","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","7,790","15.75","Q1","0.84","20.83"%,
"Materials Horizons","MATER HORIZ","ROYAL SOC CHEMISTRY","2051-6347","2051-6355","CHEMISTRY, MULTIDISCIPLINARY","SCIE","14,937","15.717","Q1","2.08","14.89"%,
"Materials Horizons","MATER HORIZ","ROYAL SOC CHEMISTRY","2051-6347","2051-6355","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","14,937","15.717","Q1","2.08","14.89"%,
"Nature Astronomy","NAT ASTRON","NATURE PORTFOLIO","2397-3366","2397-3366","ASTRONOMY & ASTROPHYSICS","SCIE","7,318","15.647","Q1","2.77","1.72"%,
"ACTA NUMERICA","ACTA NUMER","CAMBRIDGE UNIV PRESS","0962-4929","1474-0508","MATHEMATICS","SCIE","2,779","15.583","Q1","10.07","15.79"%,
"Annual Review of Neuroscience","ANNU REV NEUROSCI","ANNUAL REVIEWS","0147-006X","1545-4126","NEUROSCIENCES","SCIE","15,839","15.553","Q1","1.6","0"%,
"JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY","J AM ACAD DERMATOL","MOSBY-ELSEVIER","0190-9622","1097-6787","DERMATOLOGY","SCIE","41,522","15.487","Q1","3.49","8.66"%,
"Arthritis & Rheumatology","ARTHRITIS RHEUMATOL","WILEY","2326-5191","2326-5205","RHEUMATOLOGY","SCIE","20,731","15.483","Q1","3.05","20.9"%,
"International Journal of Antimicrobial Agents","INT J ANTIMICROB AG","ELSEVIER","0924-8579","1872-7913","INFECTIOUS DISEASES","SCIE","21,098","15.441","Q1","2.92","10.41"%,
"International Journal of Antimicrobial Agents","INT J ANTIMICROB AG","ELSEVIER","0924-8579","1872-7913","MICROBIOLOGY","SCIE","21,098","15.441","Q1","2.92","10.41"%,
"International Journal of Antimicrobial Agents","INT J ANTIMICROB AG","ELSEVIER","0924-8579","1872-7913","PHARMACOLOGY & PHARMACY","SCIE","21,098","15.441","Q1","2.92","10.41"%,
"Small Methods","SMALL METHODS","WILEY-V C H VERLAG GMBH","2366-9608","2366-9608","CHEMISTRY, PHYSICAL","SCIE","10,967","15.367","Q1","1.34","8.58"%,
"Small Methods","SMALL METHODS","WILEY-V C H VERLAG GMBH","2366-9608","2366-9608","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","10,967","15.367","Q1","1.34","8.58"%,
"Small Methods","SMALL METHODS","WILEY-V C H VERLAG GMBH","2366-9608","2366-9608","NANOSCIENCE & NANOTECHNOLOGY","SCIE","10,967","15.367","Q1","1.34","8.58"%,
"JOURNAL OF MARKETING","J MARKETING","SAGE PUBLICATIONS INC","0022-2429","1547-7185","BUSINESS","SSCI","34,054","15.36","Q1","2.42","12.57"%,
"npj Digital Medicine","NPJ DIGIT MED","NATURE PORTFOLIO","2398-6352","2398-6352","HEALTH CARE SCIENCES & SERVICES","SCIE","5,167","15.357","Q1","3.53","99.48"%,
"npj Digital Medicine","NPJ DIGIT MED","NATURE PORTFOLIO","2398-6352","2398-6352","MEDICAL INFORMATICS","SCIE","5,167","15.357","Q1","3.53","99.48"%,
"Protein & Cell","PROTEIN CELL","SPRINGER","1674-800X","1674-8018","CELL BIOLOGY","SCIE","6,830","15.328","Q1","1.19","100"%,
"BIOMATERIALS","BIOMATERIALS","ELSEVIER SCI LTD","0142-9612","1878-5905","ENGINEERING, BIOMEDICAL","SCIE","131,366","15.304","Q1","2.68","9.49"%,
"BIOMATERIALS","BIOMATERIALS","ELSEVIER SCI LTD","0142-9612","1878-5905","MATERIALS SCIENCE, BIOMATERIALS","SCIE","131,366","15.304","Q1","2.68","9.49"%,
"Cancer Communications","CANCER COMMUN","WILEY","N/A","2523-3548","ONCOLOGY","SCIE","2,334","15.283","Q1","1.69","92.68"%,
"TRENDS IN MOLECULAR MEDICINE","TRENDS MOL MED","ELSEVIER SCI LTD","1471-4914","1471-499X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","14,585","15.272","Q1","1.47","13.91"%,
"TRENDS IN MOLECULAR MEDICINE","TRENDS MOL MED","ELSEVIER SCI LTD","1471-4914","1471-499X","CELL BIOLOGY","SCIE","14,585","15.272","Q1","1.47","13.91"%,
"TRENDS IN MOLECULAR MEDICINE","TRENDS MOL MED","ELSEVIER SCI LTD","1471-4914","1471-499X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","14,585","15.272","Q1","1.47","13.91"%,
"Genome Medicine","GENOME MED","BMC","1756-994X","1756-994X","GENETICS & HEREDITY","SCIE","10,220","15.266","Q1","2.66","99.71"%,
"BRAIN","BRAIN","OXFORD UNIV PRESS","0006-8950","1460-2156","CLINICAL NEUROLOGY","SCIE","69,241","15.255","Q1","3.26","38.06"%,
"BRAIN","BRAIN","OXFORD UNIV PRESS","0006-8950","1460-2156","NEUROSCIENCES","SCIE","69,241","15.255","Q1","3.26","38.06"%,
"IEEE SIGNAL PROCESSING MAGAZINE","IEEE SIGNAL PROC MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1053-5888","1558-0792","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","14,571","15.204","Q1","3.67","8.19"%,
"ADVANCES IN COLLOID AND INTERFACE SCIENCE","ADV COLLOID INTERFAC","ELSEVIER","0001-8686","1873-3727","CHEMISTRY, PHYSICAL","SCIE","22,390","15.19","Q1","1.44","5.23"%,
"FEMS MICROBIOLOGY REVIEWS","FEMS MICROBIOL REV","OXFORD UNIV PRESS","0168-6445","1574-6976","MICROBIOLOGY","SCIE","18,145","15.177","Q1","1.35","45.27"%,
"Small","SMALL","WILEY-V C H VERLAG GMBH","1613-6810","1613-6829","CHEMISTRY, MULTIDISCIPLINARY","SCIE","97,357","15.153","Q1","1.9","7.75"%,
"Small","SMALL","WILEY-V C H VERLAG GMBH","1613-6810","1613-6829","CHEMISTRY, PHYSICAL","SCIE","97,357","15.153","Q1","1.9","7.75"%,
"Small","SMALL","WILEY-V C H VERLAG GMBH","1613-6810","1613-6829","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","97,357","15.153","Q1","1.9","7.75"%,
"Small","SMALL","WILEY-V C H VERLAG GMBH","1613-6810","1613-6829","NANOSCIENCE & NANOTECHNOLOGY","SCIE","97,357","15.153","Q1","1.9","7.75"%,
"Small","SMALL","WILEY-V C H VERLAG GMBH","1613-6810","1613-6829","PHYSICS, APPLIED","SCIE","97,357","15.153","Q1","1.9","7.75"%,
"Small","SMALL","WILEY-V C H VERLAG GMBH","1613-6810","1613-6829","PHYSICS, CONDENSED MATTER","SCIE","97,357","15.153","Q1","1.9","7.75"%,
"NATURAL PRODUCT REPORTS","NAT PROD REP","ROYAL SOC CHEMISTRY","0265-0568","1460-4752","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","14,564","15.111","Q1","1.89","17.9"%,
"NATURAL PRODUCT REPORTS","NAT PROD REP","ROYAL SOC CHEMISTRY","0265-0568","1460-4752","CHEMISTRY, MEDICINAL","SCIE","14,564","15.111","Q1","1.89","17.9"%,
"NATURAL PRODUCT REPORTS","NAT PROD REP","ROYAL SOC CHEMISTRY","0265-0568","1460-4752","CHEMISTRY, ORGANIC","SCIE","14,564","15.111","Q1","1.89","17.9"%,
"JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY","J AM SOC NEPHROL","AMER SOC NEPHROLOGY","1046-6673","1533-3450","UROLOGY & NEPHROLOGY","SCIE","50,012","14.981","Q1","3.84","2.48"%,
"Science Advances","SCI ADV","AMER ASSOC ADVANCEMENT SCIENCE","2375-2548","2375-2548","MULTIDISCIPLINARY SCIENCES","SCIE","104,063","14.98","Q1","2.94","74.69"%,
"One Earth","ONE EARTH","ELSEVIER","2590-3330","2590-3322","ENVIRONMENTAL SCIENCES","SCIE","2,215","14.944","Q1","1.7","55.69"%,
"One Earth","ONE EARTH","ELSEVIER","2590-3330","2590-3322","ENVIRONMENTAL STUDIES","SSCI","2,215","14.944","Q1","1.7","55.69"%,
"One Earth","ONE EARTH","ELSEVIER","2590-3330","2590-3322","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","2,215","14.944","Q1","1.7","55.69"%,
"ECONOMIC GEOGRAPHY","ECON GEOGR","TAYLOR & FRANCIS LTD","0013-0095","1944-8287","ECONOMICS","SSCI","5,464","14.921","Q1","2.37","27.42"%,
"ECONOMIC GEOGRAPHY","ECON GEOGR","TAYLOR & FRANCIS LTD","0013-0095","1944-8287","GEOGRAPHY","SSCI","5,464","14.921","Q1","2.37","27.42"%,
"PROCEEDINGS OF THE IEEE","P IEEE","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9219","1558-2256","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","41,149","14.91","Q1","3.61","29.39"%,
"TRAC-TRENDS IN ANALYTICAL CHEMISTRY","TRAC-TREND ANAL CHEM","ELSEVIER SCI LTD","0165-9936","1879-3142","CHEMISTRY, ANALYTICAL","SCIE","30,783","14.908","Q1","1.23","6.74"%,
"Acta Pharmaceutica Sinica B","ACTA PHARM SIN B","INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES","2211-3835","2211-3843","PHARMACOLOGY & PHARMACY","SCIE","9,419","14.907","Q1","3.28","98.87"%,
"JOURNAL OF THE ACADEMY OF MARKETING SCIENCE","J ACAD MARKET SCI","SPRINGER","0092-0703","1552-7824","BUSINESS","SSCI","20,821","14.904","Q1","2.21","22.87"%,
"Annual Review of Food Science and Technology","ANNU REV FOOD SCI T","ANNUAL REVIEWS","1941-1413","1941-1421","FOOD SCIENCE & TECHNOLOGY","SCIE","3,948","14.714","Q1","1.54","1.49"%,
"ALLERGY","ALLERGY","WILEY","0105-4538","1398-9995","ALLERGY","SCIE","27,376","14.71","Q1","2.16","25.73"%,
"ALLERGY","ALLERGY","WILEY","0105-4538","1398-9995","IMMUNOLOGY","SCIE","27,376","14.71","Q1","2.16","25.73"%,
"JOURNAL OF STRATEGIC INFORMATION SYSTEMS","J STRATEGIC INF SYST","ELSEVIER","0963-8687","1873-1198","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","3,271","14.682","Q1","2.61","17.74"%,
"JOURNAL OF STRATEGIC INFORMATION SYSTEMS","J STRATEGIC INF SYST","ELSEVIER","0963-8687","1873-1198","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","3,271","14.682","Q1","2.61","17.74"%,
"JOURNAL OF STRATEGIC INFORMATION SYSTEMS","J STRATEGIC INF SYST","ELSEVIER","0963-8687","1873-1198","MANAGEMENT","SSCI","3,271","14.682","Q1","2.61","17.74"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1526-5161","1536-0075","ETHICS","SSCI","3,612","14.676","Q1","3.89","21.28"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1526-5161","1536-0075","MEDICAL ETHICS","SCIE","3,612","14.676","Q1","3.89","21.28"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1526-5161","1536-0075","SOCIAL ISSUES","SSCI","3,612","14.676","Q1","3.89","21.28"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1526-5161","1536-0075","SOCIAL SCIENCES, BIOMEDICAL","SSCI","3,612","14.676","Q1","3.89","21.28"%,
"PROGRESS IN LIPID RESEARCH","PROG LIPID RES","PERGAMON-ELSEVIER SCIENCE LTD","0163-7827","1873-2194","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","7,982","14.673","Q1","1.49","18.48"%,
"PROGRESS IN LIPID RESEARCH","PROG LIPID RES","PERGAMON-ELSEVIER SCIENCE LTD","0163-7827","1873-2194","NUTRITION & DIETETICS","SCIE","7,982","14.673","Q1","1.49","18.48"%,
"JMIR Public Health and Surveillance","JMIR PUBLIC HLTH SUR","JMIR PUBLICATIONS, INC","2369-2960","2369-2960","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SSCI","4,323","14.557","Q1","2.19","99.55"%,
"JMIR Public Health and Surveillance","JMIR PUBLIC HLTH SUR","JMIR PUBLICATIONS, INC","2369-2960","2369-2960","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","4,323","14.557","Q1","2.19","99.55"%,
"Analytic Methods in Accident Research","ANAL METHODS ACCID R","ELSEVIER","2213-6657","2213-6665","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SSCI","2,203","14.556","Q1","3.66","3.7"%,
"Analytic Methods in Accident Research","ANAL METHODS ACCID R","ELSEVIER","2213-6657","2213-6665","TRANSPORTATION","SSCI","2,203","14.556","Q1","3.66","3.7"%,
"Polymer Reviews","POLYM REV","TAYLOR & FRANCIS INC","1558-3724","1558-3716","POLYMER SCIENCE","SCIE","3,459","14.536","Q1","0.94","6.33"%,
"JOURNAL OF AUTOIMMUNITY","J AUTOIMMUN","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0896-8411","1095-9157","IMMUNOLOGY","SCIE","11,729","14.511","Q1","1.88","19.9"%,
"Journal of Materials Chemistry A","J MATER CHEM A","ROYAL SOC CHEMISTRY","2050-7488","2050-7496","CHEMISTRY, PHYSICAL","SCIE","228,406","14.511","Q1","1.85","6.85"%,
"Journal of Materials Chemistry A","J MATER CHEM A","ROYAL SOC CHEMISTRY","2050-7488","2050-7496","ENERGY & FUELS","SCIE","228,406","14.511","Q1","1.85","6.85"%,
"Journal of Materials Chemistry A","J MATER CHEM A","ROYAL SOC CHEMISTRY","2050-7488","2050-7496","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","228,406","14.511","Q1","1.85","6.85"%,
"JOURNAL OF CLINICAL VIROLOGY","J CLIN VIROL","ELSEVIER","1386-6532","1873-5967","VIROLOGY","SCIE","13,214","14.481","Q1","1.23","20.98"%,
"Physical Review X","PHYS REV X","AMER PHYSICAL SOC","2160-3308","2160-3308","PHYSICS, MULTIDISCIPLINARY","SCIE","26,307","14.417","Q1","3.77","99.35"%,
"npj Regenerative Medicine","NPJ REGEN MED","NATURE PORTFOLIO","N/A","2057-3995","CELL & TISSUE ENGINEERING","SCIE","1,385","14.404","Q1","1.68","100"%,
"npj Regenerative Medicine","NPJ REGEN MED","NATURE PORTFOLIO","N/A","2057-3995","ENGINEERING, BIOMEDICAL","SCIE","1,385","14.404","Q1","1.68","100"%,
"BIOLOGICAL REVIEWS","BIOL REV","WILEY","1464-7931","1469-185X","BIOLOGY","SCIE","19,210","14.355","Q1","2.64","35.28"%,
"Annual Review of Ecology Evolution and Systematics","ANNU REV ECOL EVOL S","ANNUAL REVIEWS","1543-592X","1545-2069","ECOLOGY","SCIE","24,143","14.34","Q1","1.31","0"%,
"Annual Review of Ecology Evolution and Systematics","ANNU REV ECOL EVOL S","ANNUAL REVIEWS","1543-592X","1545-2069","EVOLUTIONARY BIOLOGY","SCIE","24,143","14.34","Q1","1.31","0"%,
"ACM COMPUTING SURVEYS","ACM COMPUT SURV","ASSOC COMPUTING MACHINERY","0360-0300","1557-7341","COMPUTER SCIENCE, THEORY & METHODS","SCIE","14,992","14.324","Q1","4.16","0.22"%,
"JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","J ALLERGY CLIN IMMUN","MOSBY-ELSEVIER","0091-6749","1097-6825","ALLERGY","SCIE","68,471","14.29","Q1","2.16","20.22"%,
"JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","J ALLERGY CLIN IMMUN","MOSBY-ELSEVIER","0091-6749","1097-6825","IMMUNOLOGY","SCIE","68,471","14.29","Q1","2.16","20.22"%,
"REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY","REV ENVIRON SCI BIO","SPRINGER","1569-1705","1572-9826","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","5,185","14.284","Q1","0.96","16.22"%,
"REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY","REV ENVIRON SCI BIO","SPRINGER","1569-1705","1572-9826","ENVIRONMENTAL SCIENCES","SCIE","5,185","14.284","Q1","0.96","16.22"%,
"OPHTHALMOLOGY","OPHTHALMOLOGY","ELSEVIER SCIENCE INC","0161-6420","1549-4713","OPHTHALMOLOGY","SCIE","55,326","14.277","Q1","4.65","19.72"%,
"TRENDS IN BIOCHEMICAL SCIENCES","TRENDS BIOCHEM SCI","ELSEVIER SCIENCE LONDON","0968-0004","1362-4326","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","22,957","14.264","Q1","1.36","15.25"%,
"Annual Review of Virology","ANNU REV VIROL","ANNUAL REVIEWS","2327-056X","2327-0578","VIROLOGY","SCIE","3,073","14.263","Q1","0.66","12.2"%,
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","49,190","14.255","Q1","3.01","2.98"%,
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","49,190","14.255","Q1","3.01","2.98"%,
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388","COMPUTER SCIENCE, THEORY & METHODS","SCIE","49,190","14.255","Q1","3.01","2.98"%,
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","49,190","14.255","Q1","3.01","2.98"%,
"CARDIOVASCULAR RESEARCH","CARDIOVASC RES","OXFORD UNIV PRESS","0008-6363","1755-3245","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","30,451","14.239","Q1","2.69","25.53"%,
"JOURNAL OF HAZARDOUS MATERIALS","J HAZARD MATER","ELSEVIER","0304-3894","1873-3336","ENGINEERING, ENVIRONMENTAL","SCIE","187,102","14.224","Q1","1.94","3.28"%,
"JOURNAL OF HAZARDOUS MATERIALS","J HAZARD MATER","ELSEVIER","0304-3894","1873-3336","ENVIRONMENTAL SCIENCES","SCIE","187,102","14.224","Q1","1.94","3.28"%,
"COMMUNICATIONS OF THE ACM","COMMUN ACM","ASSOC COMPUTING MACHINERY","0001-0782","1557-7317","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","26,575","14.065","Q1","3.49","0"%,
"COMMUNICATIONS OF THE ACM","COMMUN ACM","ASSOC COMPUTING MACHINERY","0001-0782","1557-7317","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","26,575","14.065","Q1","3.49","0"%,
"COMMUNICATIONS OF THE ACM","COMMUN ACM","ASSOC COMPUTING MACHINERY","0001-0782","1557-7317","COMPUTER SCIENCE, THEORY & METHODS","SCIE","26,575","14.065","Q1","3.49","0"%,
"ARTIFICIAL INTELLIGENCE","ARTIF INTELL-AMST","ELSEVIER","0004-3702","1872-7921","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","14,899","14.05","Q1","0.78","14.24"%,
"QJM-AN INTERNATIONAL JOURNAL OF MEDICINE","QJM-INT J MED","OXFORD UNIV PRESS","1460-2725","1460-2393","MEDICINE, GENERAL & INTERNAL","SCIE","8,176","14.04","Q1","0.97","8"%,
"Journal of Pharmaceutical Analysis","J PHARM ANAL","ELSEVIER","2095-1779","2214-0883","PHARMACOLOGY & PHARMACY","SCIE","3,869","14.026","Q1","2.6","99.51"%,
"EMBO Molecular Medicine","EMBO MOL MED","WILEY","1757-4676","1757-4684","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","13,309","14.005","Q1","2.61","77.13"%,
"BRIEFINGS IN BIOINFORMATICS","BRIEF BIOINFORM","OXFORD UNIV PRESS","1467-5463","1477-4054","BIOCHEMICAL RESEARCH METHODS","SCIE","15,191","13.994","Q1","2.96","22.85"%,
"BRIEFINGS IN BIOINFORMATICS","BRIEF BIOINFORM","OXFORD UNIV PRESS","1467-5463","1477-4054","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","15,191","13.994","Q1","2.96","22.85"%,
"IEEE Transactions on Affective Computing","IEEE T AFFECT COMPUT","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1949-3045","1949-3045","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","4,522","13.99","Q1","1.79","2.19"%,
"IEEE Transactions on Affective Computing","IEEE T AFFECT COMPUT","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1949-3045","1949-3045","COMPUTER SCIENCE, CYBERNETICS","SCIE","4,522","13.99","Q1","1.79","2.19"%,
"Annual Review of Materials Research","ANNU REV MATER RES","ANNUAL REVIEWS","1531-7331","1545-4118","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","9,768","13.972","Q1","0.69","0"%,
"METABOLISM-CLINICAL AND EXPERIMENTAL","METABOLISM","W B SAUNDERS CO-ELSEVIER INC","0026-0495","1532-8600","ENDOCRINOLOGY & METABOLISM","SCIE","20,930","13.934","Q1","2.04","13.88"%,
"IEEE Geoscience and Remote Sensing Magazine","IEEE GEOSC REM SEN M","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2473-2397","2168-6831","GEOCHEMISTRY & GEOPHYSICS","SCIE","2,980","13.925","Q1","1.78","2.91"%,
"IEEE Geoscience and Remote Sensing Magazine","IEEE GEOSC REM SEN M","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2473-2397","2168-6831","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","2,980","13.925","Q1","1.78","2.91"%,
"IEEE Geoscience and Remote Sensing Magazine","IEEE GEOSC REM SEN M","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2473-2397","2168-6831","REMOTE SENSING","SCIE","2,980","13.925","Q1","1.78","2.91"%,
"Asian Journal of Psychiatry","ASIAN J PSYCHIATR","ELSEVIER","1876-2018","1876-2026","PSYCHIATRY","SCIE","8,251","13.89","Q1","1.47","4.78"%,
"ACADEMY OF MANAGEMENT REVIEW","ACAD MANAGE REV","ACAD MANAGEMENT","0363-7425","1930-3807","BUSINESS","SSCI","47,651","13.865","Q1","2.65","0"%,
"ACADEMY OF MANAGEMENT REVIEW","ACAD MANAGE REV","ACAD MANAGEMENT","0363-7425","1930-3807","MANAGEMENT","SSCI","47,651","13.865","Q1","2.65","0"%,
"REMOTE SENSING OF ENVIRONMENT","REMOTE SENS ENVIRON","ELSEVIER SCIENCE INC","0034-4257","1879-0704","ENVIRONMENTAL SCIENCES","SCIE","86,103","13.85","Q1","2.41","25.32"%,
"REMOTE SENSING OF ENVIRONMENT","REMOTE SENS ENVIRON","ELSEVIER SCIENCE INC","0034-4257","1879-0704","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","86,103","13.85","Q1","2.41","25.32"%,
"REMOTE SENSING OF ENVIRONMENT","REMOTE SENS ENVIRON","ELSEVIER SCIENCE INC","0034-4257","1879-0704","REMOTE SENSING","SCIE","86,103","13.85","Q1","2.41","25.32"%,
"BULLETIN OF THE WORLD HEALTH ORGANIZATION","B WORLD HEALTH ORGAN","WORLD HEALTH ORGANIZATION","0042-9686","1564-0604","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","21,791","13.831","Q1","2.23","86.55"%,
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","ELSEVIER","1361-8415","1361-8423","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","16,080","13.828","Q1","2.52","19.09"%,
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","ELSEVIER","1361-8415","1361-8423","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","16,080","13.828","Q1","2.52","19.09"%,
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","ELSEVIER","1361-8415","1361-8423","ENGINEERING, BIOMEDICAL","SCIE","16,080","13.828","Q1","2.52","19.09"%,
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","ELSEVIER","1361-8415","1361-8423","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","16,080","13.828","Q1","2.52","19.09"%,
"Annual Review of Genetics","ANNU REV GENET","ANNUAL REVIEWS","0066-4197","1545-2948","GENETICS & HEREDITY","SCIE","9,320","13.826","Q1","1.6","0"%,
"CLINICAL CANCER RESEARCH","CLIN CANCER RES","AMER ASSOC CANCER RESEARCH","1078-0432","1557-3265","ONCOLOGY","SCIE","115,272","13.801","Q1","2.52","5.42"%,
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","WILEY","1540-9295","1540-9309","ECOLOGY","SCIE","15,215","13.789","Q1","1.85","41.24"%,
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","WILEY","1540-9295","1540-9309","ENVIRONMENTAL SCIENCES","SCIE","15,215","13.789","Q1","1.85","41.24"%,
"ANNALS OF SURGERY","ANN SURG","LIPPINCOTT WILLIAMS & WILKINS","0003-4932","1528-1140","SURGERY","SCIE","65,600","13.787","Q1","4.54","5.18"%,
"EMBO JOURNAL","EMBO J","WILEY","0261-4189","1460-2075","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","80,543","13.783","Q1","1.84","43.81"%,
