"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of Citable OA
"JOURNAL OF PINEAL RESEARCH","J PINEAL RES","WILEY","0742-3098","1600-079X","PHYSIOLOGY","SCIE","12,492","13.007","Q1","3.51","10.5"%,
"IMMUNOLOGICAL REVIEWS","IMMUNOL REV","WILEY","0105-2896","1600-065X","IMMUNOLOGY","SCIE","19,338","12.988","Q1","1.6","17.67"%,
"ADVANCES IN COLLOID AND INTERFACE SCIENCE","ADV COLLOID INTERFAC","ELSEVIER","0001-8686","1873-3727","CHEMISTRY, PHYSICAL","SCIE","18,985","12.984","Q1","1.5","4.55"%,
"Annual Review of Biophysics","ANNU REV BIOPHYS","ANNUAL REVIEWS","1936-122X","1936-1238","BIOPHYSICS","SCIE","3,782","12.981","Q1","1.67","0"%,
"Information Fusion","INFORM FUSION","ELSEVIER","1566-2535","1872-6305","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","9,059","12.975","Q1","4.34","3.48"%,
"Information Fusion","INFORM FUSION","ELSEVIER","1566-2535","1872-6305","COMPUTER SCIENCE, THEORY & METHODS","SCIE","9,059","12.975","Q1","4.34","3.48"%,
"ANNALS OF SURGERY","ANN SURG","LIPPINCOTT WILLIAMS & WILKINS","0003-4932","1528-1140","SURGERY","SCIE","64,045","12.969","Q1","4.52","3.68"%,
"MEDICINAL RESEARCH REVIEWS","MED RES REV","WILEY","0198-6325","1098-1128","CHEMISTRY, MEDICINAL","SCIE","6,835","12.944","Q1","2.28","11.74"%,
"MEDICINAL RESEARCH REVIEWS","MED RES REV","WILEY","0198-6325","1098-1128","PHARMACOLOGY & PHARMACY","SCIE","6,835","12.944","Q1","2.28","11.74"%,
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS","J PHOTOCH PHOTOBIO C","ELSEVIER","1389-5567","1873-2739","CHEMISTRY, PHYSICAL","SCIE","4,551","12.927","Q1","0.77","0"%,
"Journal of Cachexia Sarcopenia and Muscle","J CACHEXIA SARCOPENI","WILEY","2190-5991","2190-6009","GERIATRICS & GERONTOLOGY","SCIE","5,908","12.91","Q1","3.07","100"%,
"Journal of Cachexia Sarcopenia and Muscle","J CACHEXIA SARCOPENI","WILEY","2190-5991","2190-6009","MEDICINE, GENERAL & INTERNAL","SCIE","5,908","12.91","Q1","3.07","100"%,
"BIOLOGICAL REVIEWS","BIOL REV","WILEY","1464-7931","1469-185X","BIOLOGY","SCIE","17,047","12.82","Q1","2.87","28.05"%,
"COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY","COMPR REV FOOD SCI F","WILEY","1541-4337","1541-4337","FOOD SCIENCE & TECHNOLOGY","SCIE","10,529","12.811","Q1","1.36","3.13"%,
"Annual Review of Earth and Planetary Sciences","ANNU REV EARTH PL SC","ANNUAL REVIEWS","0084-6597","1545-4495","ASTRONOMY & ASTROPHYSICS","SCIE","10,307","12.81","Q1","1.43","4.55"%,
"Annual Review of Earth and Planetary Sciences","ANNU REV EARTH PL SC","ANNUAL REVIEWS","0084-6597","1545-4495","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","10,307","12.81","Q1","1.43","4.55"%,
"CLINICAL PSYCHOLOGY REVIEW","CLIN PSYCHOL REV","PERGAMON-ELSEVIER SCIENCE LTD","0272-7358","1873-7811","PSYCHOLOGY, CLINICAL","SSCI","23,058","12.792","Q1","2.04","11.48"%,
"Lancet HIV","LANCET HIV","ELSEVIER INC","2352-3018","2352-3018","IMMUNOLOGY","SCIE","5,369","12.767","Q1","2.99","12.81"%,
"Lancet HIV","LANCET HIV","ELSEVIER INC","2352-3018","2352-3018","INFECTIOUS DISEASES","SCIE","5,369","12.767","Q1","2.99","12.81"%,
"npj Flexible Electronics","NPJ FLEX ELECTRON","SPRINGERNATURE","N/A","2397-4621","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","810","12.74","Q1","1.9","100"%,
"npj Flexible Electronics","NPJ FLEX ELECTRON","SPRINGERNATURE","N/A","2397-4621","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","810","12.74","Q1","1.9","100"%,
"Journal of Materials Chemistry A","J MATER CHEM A","ROYAL SOC CHEMISTRY","2050-7488","2050-7496","CHEMISTRY, PHYSICAL","SCIE","193,793","12.732","Q1","1.9","5.22"%,
"Journal of Materials Chemistry A","J MATER CHEM A","ROYAL SOC CHEMISTRY","2050-7488","2050-7496","ENERGY & FUELS","SCIE","193,793","12.732","Q1","1.9","5.22"%,
"Journal of Materials Chemistry A","J MATER CHEM A","ROYAL SOC CHEMISTRY","2050-7488","2050-7496","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","193,793","12.732","Q1","1.9","5.22"%,
"Annual Review of Physical Chemistry","ANNU REV PHYS CHEM","ANNUAL REVIEWS","0066-426X","1545-1593","CHEMISTRY, PHYSICAL","SCIE","9,090","12.703","Q1","0.64","0"%,
"CANCER RESEARCH","CANCER RES","AMER ASSOC CANCER RESEARCH","0008-5472","1538-7445","ONCOLOGY","SCIE","159,243","12.701","Q1","2.05","1.81"%,
"ACADEMY OF MANAGEMENT REVIEW","ACAD MANAGE REV","ACAD MANAGEMENT","0363-7425","1930-3807","BUSINESS","SSCI","47,985","12.638","Q1","3.08","0"%,
"ACADEMY OF MANAGEMENT REVIEW","ACAD MANAGE REV","ACAD MANAGEMENT","0363-7425","1930-3807","MANAGEMENT","SSCI","47,985","12.638","Q1","3.08","0"%,
"LAB ANIMAL","LAB ANIMAL","NATURE RESEARCH","0093-7355","1548-4475","VETERINARY SCIENCES","SCIE","1,005","12.625","Q1","2.99","0"%,
"BEHAVIORAL AND BRAIN SCIENCES","BEHAV BRAIN SCI","CAMBRIDGE UNIV PRESS","0140-525X","1469-1825","BEHAVIORAL SCIENCES","SCIE","11,610","12.579","Q1","2.99","0"%,
"BEHAVIORAL AND BRAIN SCIENCES","BEHAV BRAIN SCI","CAMBRIDGE UNIV PRESS","0140-525X","1469-1825","NEUROSCIENCES","SCIE","11,610","12.579","Q1","2.99","0"%,
"BEHAVIORAL AND BRAIN SCIENCES","BEHAV BRAIN SCI","CAMBRIDGE UNIV PRESS","0140-525X","1469-1825","PSYCHOLOGY, BIOLOGICAL","SSCI","11,610","12.579","Q1","2.99","0"%,
"REVIEW OF EDUCATIONAL RESEARCH","REV EDUC RES","SAGE PUBLICATIONS INC","0034-6543","1935-1046","EDUCATION & EDUCATIONAL RESEARCH","SSCI","13,654","12.565","Q1","5.54","12.16"%,
"TRENDS IN FOOD SCIENCE & TECHNOLOGY","TRENDS FOOD SCI TECH","ELSEVIER SCIENCE LONDON","0924-2244","1879-3053","FOOD SCIENCE & TECHNOLOGY","SCIE","27,289","12.563","Q1","1.51","7.21"%,
"CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY","CRIT REV ENV SCI TEC","TAYLOR & FRANCIS INC","1064-3389","1547-6537","ENVIRONMENTAL SCIENCES","SCIE","8,881","12.561","Q1","0.84","5.7"%,
"IEEE SIGNAL PROCESSING MAGAZINE","IEEE SIGNAL PROC MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1053-5888","1558-0792","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","12,559","12.551","Q1","2.99","3.07"%,
"CLINICAL CANCER RESEARCH","CLIN CANCER RES","AMER ASSOC CANCER RESEARCH","1078-0432","1557-3265","ONCOLOGY","SCIE","105,960","12.531","Q1","2.52","1.54"%,
"BIOMATERIALS","BIOMATERIALS","ELSEVIER SCI LTD","0142-9612","1878-5905","ENGINEERING, BIOMEDICAL","SCIE","126,871","12.479","Q1","2.7","7.03"%,
"BIOMATERIALS","BIOMATERIALS","ELSEVIER SCI LTD","0142-9612","1878-5905","MATERIALS SCIENCE, BIOMATERIALS","SCIE","126,871","12.479","Q1","2.7","7.03"%,
"Annual Review of Neuroscience","ANNU REV NEUROSCI","ANNUAL REVIEWS","0147-006X","1545-4126","NEUROSCIENCES","SCIE","14,699","12.449","Q1","1.66","0"%,
"EARTH-SCIENCE REVIEWS","EARTH-SCI REV","ELSEVIER","0012-8252","1872-6828","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","27,304","12.413","Q1","2.11","11.98"%,
"PHARMACOLOGY & THERAPEUTICS","PHARMACOL THERAPEUT","PERGAMON-ELSEVIER SCIENCE LTD","0163-7258","1879-016X","PHARMACOLOGY & PHARMACY","SCIE","21,238","12.31","Q1","1.79","12.66"%,
"NEURO-ONCOLOGY","NEURO-ONCOLOGY","OXFORD UNIV PRESS INC","1522-8517","1523-5866","CLINICAL NEUROLOGY","SCIE","17,812","12.3","Q1","2.49","14.89"%,
"NEURO-ONCOLOGY","NEURO-ONCOLOGY","OXFORD UNIV PRESS INC","1522-8517","1523-5866","ONCOLOGY","SCIE","17,812","12.3","Q1","2.49","14.89"%,
"TRAC-TRENDS IN ANALYTICAL CHEMISTRY","TRAC-TREND ANAL CHEM","ELSEVIER SCI LTD","0165-9936","1879-3142","CHEMISTRY, ANALYTICAL","SCIE","25,063","12.296","Q1","1.13","3.88"%,
"DEVELOPMENTAL CELL","DEV CELL","CELL PRESS","1534-5807","1878-1551","CELL BIOLOGY","SCIE","36,177","12.27","Q1","2.45","13.13"%,
"DEVELOPMENTAL CELL","DEV CELL","CELL PRESS","1534-5807","1878-1551","DEVELOPMENTAL BIOLOGY","SCIE","36,177","12.27","Q1","2.45","13.13"%,
"SURFACE SCIENCE REPORTS","SURF SCI REP","ELSEVIER","0167-5729","1879-274X","CHEMISTRY, PHYSICAL","SCIE","4,627","12.267","Q1","0.62","14.29"%,
"SURFACE SCIENCE REPORTS","SURF SCI REP","ELSEVIER","0167-5729","1879-274X","PHYSICS, CONDENSED MATTER","SCIE","4,627","12.267","Q1","0.62","14.29"%,
"PROGRESS IN QUANTUM ELECTRONICS","PROG QUANT ELECTRON","PERGAMON-ELSEVIER SCIENCE LTD","0079-6727","1873-1627","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","1,434","12.25","Q1","0.84","14.29"%,
"PROGRESS IN QUANTUM ELECTRONICS","PROG QUANT ELECTRON","PERGAMON-ELSEVIER SCIENCE LTD","0079-6727","1873-1627","OPTICS","SCIE","1,434","12.25","Q1","0.84","14.29"%,
"PROGRESS IN QUANTUM ELECTRONICS","PROG QUANT ELECTRON","PERGAMON-ELSEVIER SCIENCE LTD","0079-6727","1873-1627","PHYSICS, APPLIED","SCIE","1,434","12.25","Q1","0.84","14.29"%,
"PROGRESS IN QUANTUM ELECTRONICS","PROG QUANT ELECTRON","PERGAMON-ELSEVIER SCIENCE LTD","0079-6727","1873-1627","QUANTUM SCIENCE & TECHNOLOGY","SCIE","1,434","12.25","Q1","0.84","14.29"%,
"npj Computational Materials","NPJ COMPUT MATER","NATURE RESEARCH","N/A","2057-3960","CHEMISTRY, PHYSICAL","SCIE","4,355","12.241","Q1","1.51","99.74"%,
"npj Computational Materials","NPJ COMPUT MATER","NATURE RESEARCH","N/A","2057-3960","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","4,355","12.241","Q1","1.51","99.74"%,
"Advances in Carbohydrate Chemistry and Biochemistry","ADV CARBOHYD CHEM BI","ACADEMIC PRESS INC ELSEVIER SCIENCE","0065-2318","2162-5530","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","752","12.2","Q1","0.86","0"%,
"Advances in Carbohydrate Chemistry and Biochemistry","ADV CARBOHYD CHEM BI","ACADEMIC PRESS INC ELSEVIER SCIENCE","0065-2318","2162-5530","CHEMISTRY, ORGANIC","SCIE","752","12.2","Q1","0.86","0"%,
"EMBO Molecular Medicine","EMBO MOL MED","WILEY","1757-4676","1757-4684","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","11,474","12.137","Q1","2.89","86.98"%,
"CANCER TREATMENT REVIEWS","CANCER TREAT REV","ELSEVIER SCI LTD","0305-7372","1532-1967","ONCOLOGY","SCIE","11,834","12.111","Q1","1.42","20.5"%,
"OPHTHALMOLOGY","OPHTHALMOLOGY","ELSEVIER SCIENCE INC","0161-6420","1549-4713","OPHTHALMOLOGY","SCIE","50,321","12.079","Q1","4.01","17.23"%,
"JOURNAL OF BUSINESS VENTURING","J BUS VENTURING","ELSEVIER","0883-9026","1873-2003","BUSINESS","SSCI","18,553","12.065","Q1","2.61","11.84"%,
"JACC-Heart Failure","JACC-HEART FAIL","ELSEVIER SCI LTD","2213-1779","2213-1787","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","6,213","12.035","Q1","2.4","12"%,
"IEEE TRANSACTIONS ON FUZZY SYSTEMS","IEEE T FUZZY SYST","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1063-6706","1941-0034","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","20,515","12.029","Q1","2.96","0.38"%,
"IEEE TRANSACTIONS ON FUZZY SYSTEMS","IEEE T FUZZY SYST","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1063-6706","1941-0034","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","20,515","12.029","Q1","2.96","0.38"%,
"TRENDS IN ENDOCRINOLOGY AND METABOLISM","TRENDS ENDOCRIN MET","ELSEVIER SCIENCE LONDON","1043-2760","1879-3061","ENDOCRINOLOGY & METABOLISM","SCIE","11,973","12.015","Q1","1.49","9.27"%,
"IEEE WIRELESS COMMUNICATIONS","IEEE WIREL COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1284","1558-0687","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","9,116","11.979","Q1","3.55","0"%,
"IEEE WIRELESS COMMUNICATIONS","IEEE WIREL COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1284","1558-0687","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","9,116","11.979","Q1","3.55","0"%,
"IEEE WIRELESS COMMUNICATIONS","IEEE WIREL COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1284","1558-0687","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","9,116","11.979","Q1","3.55","0"%,
"IEEE WIRELESS COMMUNICATIONS","IEEE WIREL COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1536-1284","1558-0687","TELECOMMUNICATIONS","SCIE","9,116","11.979","Q1","3.55","0"%,
"TRENDS IN MOLECULAR MEDICINE","TRENDS MOL MED","ELSEVIER SCI LTD","1471-4914","1471-499X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","13,213","11.951","Q1","1.38","10.41"%,
"TRENDS IN MOLECULAR MEDICINE","TRENDS MOL MED","ELSEVIER SCI LTD","1471-4914","1471-499X","CELL BIOLOGY","SCIE","13,213","11.951","Q1","1.38","10.41"%,
"TRENDS IN MOLECULAR MEDICINE","TRENDS MOL MED","ELSEVIER SCI LTD","1471-4914","1471-499X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","13,213","11.951","Q1","1.38","10.41"%,
"Journal of the National Comprehensive Cancer Network","J NATL COMPR CANC NE","HARBORSIDE PRESS","1540-1405","1540-1413","ONCOLOGY","SCIE","10,051","11.908","Q1","1.95","0.44"%,
"Annual Review of Nutrition","ANNU REV NUTR","ANNUAL REVIEWS","0199-9885","1545-4312","NUTRITION & DIETETICS","SCIE","6,897","11.848","Q1","1.38","0"%,
"Analytic Methods in Accident Research","ANAL METHODS ACCID R","ELSEVIER","2213-6657","2213-6665","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SSCI","1,445","11.806","Q1","3.98","1.59"%,
"Analytic Methods in Accident Research","ANAL METHODS ACCID R","ELSEVIER","2213-6657","2213-6665","TRANSPORTATION","SSCI","1,445","11.806","Q1","3.98","1.59"%,
"Redox Biology","REDOX BIOL","ELSEVIER","2213-2317","2213-2317","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","15,982","11.799","Q1","2.12","99.79"%,
"JOURNAL OF MANAGEMENT","J MANAGE","SAGE PUBLICATIONS INC","0149-2063","1557-1211","BUSINESS","SSCI","34,496","11.79","Q1","3.36","9.32"%,
"JOURNAL OF MANAGEMENT","J MANAGE","SAGE PUBLICATIONS INC","0149-2063","1557-1211","MANAGEMENT","SSCI","34,496","11.79","Q1","3.36","9.32"%,
"JOURNAL OF MANAGEMENT","J MANAGE","SAGE PUBLICATIONS INC","0149-2063","1557-1211","PSYCHOLOGY, APPLIED","SSCI","34,496","11.79","Q1","3.36","9.32"%,
"Science Bulletin","SCI BULL","ELSEVIER","2095-9273","2095-9281","MULTIDISCIPLINARY SCIENCES","SCIE","8,832","11.78","Q1","1.5","4.91"%,
"COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING","COMPUT-AIDED CIV INF","WILEY","1093-9687","1467-8667","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","5,653","11.775","Q1","2.83","7.14"%,
"COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING","COMPUT-AIDED CIV INF","WILEY","1093-9687","1467-8667","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","5,653","11.775","Q1","2.83","7.14"%,
"COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING","COMPUT-AIDED CIV INF","WILEY","1093-9687","1467-8667","ENGINEERING, CIVIL","SCIE","5,653","11.775","Q1","2.83","7.14"%,
"COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING","COMPUT-AIDED CIV INF","WILEY","1093-9687","1467-8667","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","5,653","11.775","Q1","2.83","7.14"%,
"Dialogues in Human Geography","DIALOGUES HUM GEOGR","SAGE PUBLICATIONS LTD","2043-8206","2043-8214","GEOGRAPHY","SSCI","1,152","11.769","Q1","2.91","26.92"%,
"Journal of Service Management","J SERV MANAGE","EMERALD GROUP PUBLISHING LTD","1757-5818","1757-5826","MANAGEMENT","SSCI","3,407","11.768","Q1","2.31","3.38"%,
"ECONOMIC GEOGRAPHY","ECON GEOGR","TAYLOR & FRANCIS LTD","0013-0095","1944-8287","ECONOMICS","SSCI","4,873","11.767","Q1","2.57","17.74"%,
"ECONOMIC GEOGRAPHY","ECON GEOGR","TAYLOR & FRANCIS LTD","0013-0095","1944-8287","GEOGRAPHY","SSCI","4,873","11.767","Q1","2.57","17.74"%,
"Liver Cancer","LIVER CANCER","KARGER","2235-1795","1664-5553","GASTROENTEROLOGY & HEPATOLOGY","SCIE","1,579","11.74","Q1","1.57","98.98"%,
"Liver Cancer","LIVER CANCER","KARGER","2235-1795","1664-5553","ONCOLOGY","SCIE","1,579","11.74","Q1","1.57","98.98"%,
"PROGRESS IN NEUROBIOLOGY","PROG NEUROBIOL","PERGAMON-ELSEVIER SCIENCE LTD","0301-0082","1873-5118","NEUROSCIENCES","SCIE","15,162","11.685","Q1","1.68","21.24"%,
"npj Digital Medicine","NPJ DIGIT MED","NATURE RESEARCH","2398-6352","2398-6352","HEALTH CARE SCIENCES & SERVICES","SCIE","2,406","11.653","Q1","3.24","99.67"%,
"npj Digital Medicine","NPJ DIGIT MED","NATURE RESEARCH","2398-6352","2398-6352","MEDICAL INFORMATICS","SCIE","2,406","11.653","Q1","3.24","99.67"%,
"TRENDS IN GENETICS","TRENDS GENET","ELSEVIER SCIENCE LONDON","0168-9525","1362-4555","GENETICS & HEREDITY","SCIE","14,465","11.639","Q1","1.4","15.28"%,
"BRIEFINGS IN BIOINFORMATICS","BRIEF BIOINFORM","OXFORD UNIV PRESS","1467-5463","1477-4054","BIOCHEMICAL RESEARCH METHODS","SCIE","10,353","11.622","Q1","3.22","26.88"%,
"BRIEFINGS IN BIOINFORMATICS","BRIEF BIOINFORM","OXFORD UNIV PRESS","1467-5463","1477-4054","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","10,353","11.622","Q1","3.22","26.88"%,
"Acta Pharmaceutica Sinica B","ACTA PHARM SIN B","INST MATERIA MEDICA, CHINESE ACAD MEDICAL SCIENCES","2211-3835","2211-3843","PHARMACOLOGY & PHARMACY","SCIE","6,314","11.614","Q1","2.23","98.88"%,
"SLEEP MEDICINE REVIEWS","SLEEP MED REV","W B SAUNDERS CO LTD","1087-0792","1532-2955","CLINICAL NEUROLOGY","SCIE","11,218","11.609","Q1","1.73","9.17"%,
"SLEEP MEDICINE REVIEWS","SLEEP MED REV","W B SAUNDERS CO LTD","1087-0792","1532-2955","NEUROSCIENCES","SCIE","11,218","11.609","Q1","1.73","9.17"%,
"EMBO JOURNAL","EMBO J","WILEY","0261-4189","1460-2075","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","76,189","11.598","Q1","2.12","46.32"%,
"EMBO JOURNAL","EMBO J","WILEY","0261-4189","1460-2075","CELL BIOLOGY","SCIE","76,189","11.598","Q1","2.12","46.32"%,
"Advances in Virus Research","ADV VIRUS RES","ACADEMIC PRESS INC ELSEVIER SCIENCE","0065-3527","1557-8399","VIROLOGY","SCIE","3,485","11.593","Q1","1.16","0"%,
"MATRIX BIOLOGY","MATRIX BIOL","ELSEVIER","0945-053X","1569-1802","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","8,972","11.583","Q1","1.72","14.55"%,
"MATRIX BIOLOGY","MATRIX BIOL","ELSEVIER","0945-053X","1569-1802","CELL BIOLOGY","SCIE","8,972","11.583","Q1","1.72","14.55"%,
"Theranostics","THERANOSTICS","IVYSPRING INT PUBL","1838-7640","1838-7640","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","23,558","11.556","Q1","2.76","99.71"%,
"IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION","IEEE T EVOLUT COMPUT","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1089-778X","1941-0026","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","16,918","11.554","Q1","3.09","2.25"%,
"IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION","IEEE T EVOLUT COMPUT","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1089-778X","1941-0026","COMPUTER SCIENCE, THEORY & METHODS","SCIE","16,918","11.554","Q1","3.09","2.25"%,
"Cellular & Molecular Immunology","CELL MOL IMMUNOL","CHIN SOCIETY IMMUNOLOGY","1672-7681","2042-0226","IMMUNOLOGY","SCIE","8,489","11.53","Q1","1.5","25.76"%,
"LEUKEMIA","LEUKEMIA","SPRINGERNATURE","0887-6924","1476-5551","HEMATOLOGY","SCIE","34,181","11.528","Q1","2.22","34.66"%,
"LEUKEMIA","LEUKEMIA","SPRINGERNATURE","0887-6924","1476-5551","ONCOLOGY","SCIE","34,181","11.528","Q1","2.22","34.66"%,
"JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY","J AM ACAD DERMATOL","MOSBY-ELSEVIER","0190-9622","1097-6787","DERMATOLOGY","SCIE","40,257","11.527","Q1","2.95","8.24"%,
"Clinical and Translational Medicine","CLIN TRANSL MED","JOHN WILEY & SONS LTD","2001-1326","2001-1326","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,201","11.492","Q1","1.54","100"%,
"Clinical and Translational Medicine","CLIN TRANSL MED","JOHN WILEY & SONS LTD","2001-1326","2001-1326","ONCOLOGY","SCIE","2,201","11.492","Q1","1.54","100"%,
"MOLECULAR THERAPY","MOL THER","CELL PRESS","1525-0016","1525-0024","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","24,333","11.454","Q1","2.73","93.02"%,
"MOLECULAR THERAPY","MOL THER","CELL PRESS","1525-0016","1525-0024","GENETICS & HEREDITY","SCIE","24,333","11.454","Q1","2.73","93.02"%,
"MOLECULAR THERAPY","MOL THER","CELL PRESS","1525-0016","1525-0024","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","24,333","11.454","Q1","2.73","93.02"%,
"IEEE Transactions on Cybernetics","IEEE T CYBERNETICS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2267","2168-2275","AUTOMATION & CONTROL SYSTEMS","SCIE","24,753","11.448","Q1","2.63","2.52"%,
"IEEE Transactions on Cybernetics","IEEE T CYBERNETICS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2267","2168-2275","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","24,753","11.448","Q1","2.63","2.52"%,
"IEEE Transactions on Cybernetics","IEEE T CYBERNETICS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2267","2168-2275","COMPUTER SCIENCE, CYBERNETICS","SCIE","24,753","11.448","Q1","2.63","2.52"%,
"Molecular Systems Biology","MOL SYST BIOL","WILEY","1744-4292","1744-4292","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","10,149","11.429","Q1","2.09","100"%,
"Exposure and Health","EXPOS HEALTH","SPRINGER","2451-9766","2451-9685","WATER RESOURCES","SCIE","1,322","11.422","Q1","3.23","14.81"%,
"JOURNAL OF INTERNATIONAL BUSINESS STUDIES","J INT BUS STUD","PALGRAVE MACMILLAN LTD","0047-2506","1478-6990","BUSINESS","SSCI","20,422","11.382","Q1","2.71","15.35"%,
"JOURNAL OF INTERNATIONAL BUSINESS STUDIES","J INT BUS STUD","PALGRAVE MACMILLAN LTD","0047-2506","1478-6990","MANAGEMENT","SSCI","20,422","11.382","Q1","2.71","15.35"%,
"Clinical Gastroenterology and Hepatology","CLIN GASTROENTEROL H","ELSEVIER SCIENCE INC","1542-3565","1542-7714","GASTROENTEROLOGY & HEPATOLOGY","SCIE","24,144","11.382","Q1","1.95","8.96"%,
"GENES & DEVELOPMENT","GENE DEV","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477","CELL BIOLOGY","SCIE","61,885","11.361","Q1","2.19","98.87"%,
"GENES & DEVELOPMENT","GENE DEV","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477","DEVELOPMENTAL BIOLOGY","SCIE","61,885","11.361","Q1","2.19","98.87"%,
"GENES & DEVELOPMENT","GENE DEV","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477","GENETICS & HEREDITY","SCIE","61,885","11.361","Q1","2.19","98.87"%,
"IEEE Computational Intelligence Magazine","IEEE COMPUT INTELL M","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1556-603X","1556-6048","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","2,039","11.356","Q1","1.45","3.03"%,
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE","CURR OPIN SOLID ST M","PERGAMON-ELSEVIER SCIENCE LTD","1359-0286","1879-0348","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","4,756","11.354","Q1","0.61","9.09"%,
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE","CURR OPIN SOLID ST M","PERGAMON-ELSEVIER SCIENCE LTD","1359-0286","1879-0348","PHYSICS, APPLIED","SCIE","4,756","11.354","Q1","0.61","9.09"%,
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE","CURR OPIN SOLID ST M","PERGAMON-ELSEVIER SCIENCE LTD","1359-0286","1879-0348","PHYSICS, CONDENSED MATTER","SCIE","4,756","11.354","Q1","0.61","9.09"%,
