Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of Citable OA
NUCLEUS-INDIA,NUCLEUS CALCUTTA,SPRINGER INDIA,0029-568X,0976-7975,CELL BIOLOGY,ESCI,436,2.1,Q4,0.29,5.45%
COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,COMP IMMUNOL MICROB,ELSEVIER SCI LTD,0147-9571,1878-1667,IMMUNOLOGY,SCIE,"2,529",2,Q4,0.61,6.89%
COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,COMP IMMUNOL MICROB,ELSEVIER SCI LTD,0147-9571,1878-1667,MICROBIOLOGY,SCIE,"2,529",2,Q4,0.61,6.89%
JOURNAL OF MOLECULAR EVOLUTION,J MOL EVOL,SPRINGER,0022-2844,1432-1432,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"7,437",2,Q4,0.5,37.34%
CHEMICAL PHYSICS,CHEM PHYS,ELSEVIER,0301-0104,1873-4421,"CHEMISTRY, PHYSICAL",SCIE,"11,642",2,Q4,0.48,3.19%
CLAYS AND CLAY MINERALS,CLAY CLAY MINER,SPRINGER,0009-8604,1552-8367,"CHEMISTRY, PHYSICAL",SCIE,"5,138",2,Q4,0.48,13.13%
International Journal of Peptide Research and Therapeutics,INT J PEPT RES THER,SPRINGER,1573-3149,1573-3904,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"2,099",2,Q4,0.48,7.43%
Technology and Economics of Smart Grids and Sustainable Energy,TECHNOL ECON SMART G,SPRINGERNATURE,N/A,2199-4706,ENERGY & FUELS,ESCI,265,2,Q4,0.45,1.82%
CYTOTECHNOLOGY,CYTOTECHNOLOGY,SPRINGER,0920-9069,1573-0778,CELL BIOLOGY,SCIE,"3,042",2,Q4,0.38,6.25%
Therapeutic Innovation & Regulatory Science,THER INNOV REGUL SCI,SPRINGER HEIDELBERG,2168-4790,2168-4804,MEDICAL INFORMATICS,SCIE,"1,382",2,Q4,0.38,42.68%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,COMP BIOCHEM PHYS B,ELSEVIER SCIENCE INC,1096-4959,1879-1107,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"6,160",1.9,Q4,0.74,6.13%
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,J COMP PHYSIOL A,SPRINGER HEIDELBERG,0340-7594,1432-1351,NEUROSCIENCES,SCIE,"4,648",1.9,Q4,0.7,45.73%
EUROPEAN JOURNAL OF PROTISTOLOGY,EUR J PROTISTOL,ELSEVIER GMBH,0932-4739,1618-0429,MICROBIOLOGY,SCIE,"1,401",1.9,Q4,0.59,9.88%
JOURNAL OF CLINICAL NEUROSCIENCE,J CLIN NEUROSCI,ELSEVIER SCI LTD,0967-5868,1532-2653,NEUROSCIENCES,SCIE,"11,635",1.9,Q4,0.5,7.38%
PROTEIN JOURNAL,PROTEIN J,SPRINGER,1572-3887,1875-8355,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"1,389",1.9,Q4,0.47,13.88%
PROTIST,PROTIST,ELSEVIER GMBH,1434-4610,1618-0941,MICROBIOLOGY,SCIE,"1,647",1.9,Q4,0.46,22.22%
CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY,CALPHAD,PERGAMON-ELSEVIER SCIENCE LTD,0364-5916,1873-2984,"CHEMISTRY, PHYSICAL",SCIE,"5,346",1.9,Q4,0.41,7.37%
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,J CLIN TUBER OTH MYC,ELSEVIER,2405-5794,2405-5794,MICROBIOLOGY,ESCI,721,1.9,Q4,0.41,96.20%
MICROELECTRONICS JOURNAL,MICROELECTRON J,ELSEVIER SCI LTD,0959-8324,1879-2391,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"4,035",1.9,Q4,0.39,1.12%
VIRUS GENES,VIRUS GENES,SPRINGER,0920-8569,1572-994X,VIROLOGY,SCIE,"2,745",1.9,Q4,0.39,14.86%
International Journal of Energy and Environmental Engineering,INT J ENERGY ENVIR E,SPRINGER HEIDELBERG,2008-9163,2251-6832,ENERGY & FUELS,ESCI,"1,258",1.9,Q4,0.32,14.14%
SOLID STATE NUCLEAR MAGNETIC RESONANCE,SOLID STATE NUCL MAG,ACADEMIC PRESS INC ELSEVIER SCIENCE,0926-2040,1527-3326,"CHEMISTRY, PHYSICAL",SCIE,"1,273",1.8,Q4,0.57,10.77%
PLASMID,PLASMID,ACADEMIC PRESS INC ELSEVIER SCIENCE,0147-619X,1095-9890,MICROBIOLOGY,SCIE,"1,647",1.8,Q4,0.55,26.98%
ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,ANTON LEEUW INT J G,SPRINGER,0003-6072,1572-9699,MICROBIOLOGY,SCIE,"6,717",1.8,Q4,0.49,12.37%
Journal of Cognitive Enhancement,J COGN ENHANCE,SPRINGERNATURE,2509-3290,2509-3304,NEUROSCIENCES,ESCI,498,1.8,Q4,0.46,44%
CELL BIOCHEMISTRY AND BIOPHYSICS,CELL BIOCHEM BIOPHYS,HUMANA PRESS INC,1085-9195,1559-0283,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"3,581",1.8,Q4,0.4,10.18%
CELL BIOCHEMISTRY AND BIOPHYSICS,CELL BIOCHEM BIOPHYS,HUMANA PRESS INC,1085-9195,1559-0283,CELL BIOLOGY,SCIE,"3,581",1.8,Q4,0.4,10.18%
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,J MUSCLE RES CELL M,SPRINGER,0142-4319,1573-2657,CELL BIOLOGY,SCIE,"1,483",1.8,Q4,0.37,35.82%
Endocrinologia Diabetes y Nutricion,ENDOCRINOL DIAB NUTR,ELSEVIER,2530-0180,2530-0180,ENDOCRINOLOGY & METABOLISM,SCIE,791,1.8,Q4,0.35,4.80%
IEEE Open Journal of Nanotechnology,IEEE OPEN J NANOTECH,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,N/A,2644-1292,NANOSCIENCE & NANOTECHNOLOGY,ESCI,137,1.8,Q4,0.33,98.53%
EUROPEAN PHYSICAL JOURNAL E,EUR PHYS J E,SPRINGER,1292-8941,1292-895X,"CHEMISTRY, PHYSICAL",SCIE,"4,024",1.8,Q4,0.32,31.42%
Toxicologie Analytique et Clinique,TOXICOL ANAL CLIN,ELSEVIER MASSON SAS EDITEUR,2352-0078,2352-0086,TOXICOLOGY,ESCI,315,1.8,Q4,0.12,5.26%
Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology,J COMP PHYSIOL B,SPRINGER HEIDELBERG,0174-1578,1432-136X,PHYSIOLOGY,SCIE,"3,778",1.7,Q4,0.9,23.81%
JOURNAL OF CLINICAL DENSITOMETRY,J CLIN DENSITOM,ELSEVIER SCIENCE INC,1094-6950,1559-0747,ENDOCRINOLOGY & METABOLISM,SCIE,"2,578",1.7,Q4,0.53,11.05%
ENVIRONMENTAL FLUID MECHANICS,ENVIRON FLUID MECH,SPRINGER,1567-7419,1573-1510,ENVIRONMENTAL SCIENCES,SCIE,"1,743",1.7,Q4,0.51,28.74%
ENVIRONMENTAL FLUID MECHANICS,ENVIRON FLUID MECH,SPRINGER,1567-7419,1573-1510,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"1,743",1.7,Q4,0.51,28.74%
JOURNAL OF COASTAL CONSERVATION,J COAST CONSERV,SPRINGER,1400-0350,1874-7841,ENVIRONMENTAL SCIENCES,SCIE,"1,755",1.7,Q4,0.48,22.89%
JOURNAL OF MICROBIOLOGICAL METHODS,J MICROBIOL METH,ELSEVIER,0167-7012,1872-8359,BIOCHEMICAL RESEARCH METHODS,SCIE,"9,503",1.7,Q4,0.47,17.71%
JOURNAL OF MICROBIOLOGICAL METHODS,J MICROBIOL METH,ELSEVIER,0167-7012,1872-8359,MICROBIOLOGY,SCIE,"9,503",1.7,Q4,0.47,17.71%
JOURNAL OF PALEOLIMNOLOGY,J PALEOLIMNOL,SPRINGER,0921-2728,1573-0417,ENVIRONMENTAL SCIENCES,SCIE,"3,383",1.7,Q4,0.47,27.21%
Aging Brain,AGING BRAIN,ELSEVIER,N/A,2589-9589,NEUROSCIENCES,ESCI,115,1.7,Q4,0.46,100%
Brachytherapy,BRACHYTHERAPY,ELSEVIER SCIENCE INC,1538-4721,1873-1449,ONCOLOGY,SCIE,"2,269",1.7,Q4,0.46,6.80%
EXPERIMENTAL BRAIN RESEARCH,EXP BRAIN RES,SPRINGER,0014-4819,1432-1106,NEUROSCIENCES,SCIE,"18,047",1.7,Q4,0.45,27.94%
Plant Biotechnology Reports,PLANT BIOTECHNOL REP,SPRINGER,1863-5466,1863-5474,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,351",1.7,Q4,0.45,3.64%
Production Engineering-Research and Development,PROD ENG-RES DEV,SPRINGER HEIDELBERG,0944-6524,1863-7353,"ENGINEERING, MANUFACTURING",ESCI,"1,352",1.7,Q4,0.36,77.35%
BIOLOGICAL CYBERNETICS,BIOL CYBERN,SPRINGER,0340-1200,1432-0770,NEUROSCIENCES,SCIE,"4,219",1.7,Q4,0.35,48.04%
Reaction Kinetics Mechanisms and Catalysis,REACT KINET MECH CAT,SPRINGER,1878-5190,1878-5204,"CHEMISTRY, PHYSICAL",SCIE,"2,691",1.7,Q4,0.26,6.95%
Social Justice Research,SOC JUSTICE RES,SPRINGER,0885-7466,1573-6725,"PSYCHOLOGY, SOCIAL",SSCI,"1,477",1.6,Q4,0.7,52.38%
HUMAN MOVEMENT SCIENCE,HUM MOVEMENT SCI,ELSEVIER,0167-9457,1872-7646,NEUROSCIENCES,SCIE,"5,486",1.6,Q4,0.61,17.45%
Anthropocene Coasts,ANTHROPOCENE COASTS,SPRINGERNATURE,N/A,2561-4150,ENVIRONMENTAL SCIENCES,ESCI,209,1.6,Q4,0.58,97.67%
European Journal of Medical Genetics,EUR J MED GENET,ELSEVIER,1769-7212,1878-0849,GENETICS & HEREDITY,SCIE,"3,336",1.6,Q4,0.47,21.39%
PLANT MOLECULAR BIOLOGY REPORTER,PLANT MOL BIOL REP,SPRINGER,0735-9640,1572-9818,BIOCHEMICAL RESEARCH METHODS,SCIE,"3,333",1.6,Q4,0.45,9.88%
Cardiovascular Engineering and Technology,CARDIOVASC ENG TECHN,SPRINGER,1869-408X,1869-4098,"ENGINEERING, BIOMEDICAL",SCIE,"1,043",1.6,Q4,0.42,24.08%
Genes & Genomics,GENES GENOM,SPRINGER,1976-9571,2092-9293,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"1,728",1.6,Q4,0.42,11.55%
Genes & Genomics,GENES GENOM,SPRINGER,1976-9571,2092-9293,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,728",1.6,Q4,0.42,11.55%
Genes & Genomics,GENES GENOM,SPRINGER,1976-9571,2092-9293,GENETICS & HEREDITY,SCIE,"1,728",1.6,Q4,0.42,11.55%
JOURNAL OF IMMUNOLOGICAL METHODS,J IMMUNOL METHODS,ELSEVIER,0022-1759,1872-7905,BIOCHEMICAL RESEARCH METHODS,SCIE,"9,836",1.6,Q4,0.42,25.26%
JOURNAL OF IMMUNOLOGICAL METHODS,J IMMUNOL METHODS,ELSEVIER,0022-1759,1872-7905,IMMUNOLOGY,SCIE,"9,836",1.6,Q4,0.42,25.26%
Journal of Medical and Biological Engineering,J MED BIOL ENG,SPRINGER HEIDELBERG,1609-0985,2199-4757,"ENGINEERING, BIOMEDICAL",SCIE,"1,475",1.6,Q4,0.42,19.18%
CHEMOECOLOGY,CHEMOECOLOGY,SPRINGER BASEL AG,0937-7409,1423-0445,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"1,182",1.6,Q4,0.41,26.79%
Journal of Clinical Virology Plus,J CLIN VIROL PLUS,ELSEVIER,2667-0380,2667-0380,INFECTIOUS DISEASES,ESCI,191,1.6,Q4,0.41,97.87%
Journal of Clinical Virology Plus,J CLIN VIROL PLUS,ELSEVIER,2667-0380,2667-0380,VIROLOGY,ESCI,191,1.6,Q4,0.41,97.87%
Transplant Immunology,TRANSPL IMMUNOL,ELSEVIER,0966-3274,1878-5492,IMMUNOLOGY,SCIE,"1,457",1.6,Q4,0.41,8.99%
Journal of Ocean Engineering and Marine Energy,J OCEAN ENG MAR ENER,SPRINGERNATURE,2198-6444,2198-6452,ENERGY & FUELS,ESCI,505,1.6,Q4,0.4,42.06%
Middle East Fertility Society Journal,MIDDLE EAST FERTIL S,SPRINGER,1110-5690,2090-3251,REPRODUCTIVE BIOLOGY,ESCI,628,1.6,Q4,0.4,100%
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,MICROSYST TECHNOL,SPRINGER HEIDELBERG,0946-7076,1432-1858,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"5,754",1.6,Q4,0.39,4.60%
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,MICROSYST TECHNOL,SPRINGER HEIDELBERG,0946-7076,1432-1858,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"5,754",1.6,Q4,0.39,4.60%
WETLANDS ECOLOGY AND MANAGEMENT,WETL ECOL MANAG,SPRINGER,0923-4861,1572-9834,ENVIRONMENTAL SCIENCES,SCIE,"2,173",1.6,Q4,0.39,19.70%
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,J PLANT BIOCHEM BIOT,SPRINGER INDIA,0971-7811,0974-1275,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"1,310",1.6,Q4,0.35,4.05%
Journal of Gastrointestinal Cancer,J GASTROINTEST CANC,SPRINGER,1941-6628,1941-6636,ONCOLOGY,ESCI,"1,933",1.6,Q4,0.31,9.85%
Aerosol Science and Engineering,AEROSOL SCI ENG,SPRINGERNATURE,2510-375X,2510-3768,ENVIRONMENTAL SCIENCES,ESCI,282,1.6,Q4,0.3,9.60%
GROWTH HORMONE & IGF RESEARCH,GROWTH HORM IGF RES,CHURCHILL LIVINGSTONE,1096-6374,1532-2238,CELL BIOLOGY,SCIE,"1,297",1.6,Q4,0.3,17.24%
GROWTH HORMONE & IGF RESEARCH,GROWTH HORM IGF RES,CHURCHILL LIVINGSTONE,1096-6374,1532-2238,ENDOCRINOLOGY & METABOLISM,SCIE,"1,297",1.6,Q4,0.3,17.24%
MICROELECTRONICS RELIABILITY,MICROELECTRON RELIAB,PERGAMON-ELSEVIER SCIENCE LTD,0026-2714,1872-941X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"8,290",1.6,Q4,0.3,9.87%
Transactions on Electrical and Electronic Materials,TRANS ELECTR ELECTRO,SPRINGER,1229-7607,2092-7592,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,880,1.6,Q4,0.28,1.79%
THEORETICAL CHEMISTRY ACCOUNTS,THEOR CHEM ACC,SPRINGER,1432-881X,1432-2234,"CHEMISTRY, PHYSICAL",SCIE,"6,930",1.6,Q4,0.27,11.96%
POLYMER SCIENCE SERIES C,POLYM SCI SER C+,MAIK NAUKA/INTERPERIODICA/SPRINGER,1811-2382,1555-614X,POLYMER SCIENCE,SCIE,305,1.6,Q4,0.14,4.92%
JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,J DEV PHYS DISABIL,SPRINGER/PLENUM PUBLISHERS,1056-263X,1573-3580,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,429",1.5,Q4,0.83,20%
VISION RESEARCH,VISION RES,PERGAMON-ELSEVIER SCIENCE LTD,0042-6989,1878-5646,NEUROSCIENCES,SCIE,"13,300",1.5,Q4,0.6,28.24%
European Journal of Obstetrics & Gynecology and Reproductive Biology-X,EUR J OBST GYN R B-X,ELSEVIER,2590-1613,2590-1613,REPRODUCTIVE BIOLOGY,ESCI,169,1.5,Q4,0.59,98.40%
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,MUTAT RES-FUND MOL M,ELSEVIER,1386-1964,1879-2871,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"5,237",1.5,Q4,0.48,16.67%
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,MUTAT RES-FUND MOL M,ELSEVIER,1386-1964,1879-2871,GENETICS & HEREDITY,SCIE,"5,237",1.5,Q4,0.48,16.67%
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,MUTAT RES-FUND MOL M,ELSEVIER,1386-1964,1879-2871,TOXICOLOGY,SCIE,"5,237",1.5,Q4,0.48,16.67%
Journal of Community Genetics,J COMMUN GENET,SPRINGER HEIDELBERG,1868-310X,1868-6001,GENETICS & HEREDITY,ESCI,977,1.5,Q4,0.46,24.87%
PLANT SYSTEMATICS AND EVOLUTION,PLANT SYST EVOL,SPRINGER WIEN,0378-2697,1615-6110,EVOLUTIONARY BIOLOGY,SCIE,"4,398",1.5,Q4,0.45,15.44%
BIOLOGICALS,BIOLOGICALS,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1045-1056,1095-8320,BIOCHEMICAL RESEARCH METHODS,SCIE,"1,680",1.5,Q4,0.41,41.73%
BIOLOGICALS,BIOLOGICALS,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1045-1056,1095-8320,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"1,680",1.5,Q4,0.41,41.73%
Journal of Magnetic Resonance Open,J MAGN RESON OPEN,ELSEVIER,N/A,2666-4410,BIOCHEMICAL RESEARCH METHODS,ESCI,163,1.5,Q4,0.41,95.28%
RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,SPRINGER,0301-634X,1432-2099,BIOPHYSICS,SCIE,"1,521",1.5,Q4,0.41,34.27%
RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,SPRINGER,0301-634X,1432-2099,ENVIRONMENTAL SCIENCES,SCIE,"1,521",1.5,Q4,0.41,34.27%
IJID Regions,IJID REG,ELSEVIER,N/A,2772-7076,INFECTIOUS DISEASES,ESCI,326,1.5,Q4,0.4,93.49%
Cancer Radiotherapie,CANCER RADIOTHER,ELSEVIER,1278-3218,1769-6658,ONCOLOGY,SCIE,"1,225",1.5,Q4,0.39,4.30%
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,IN VITRO CELL DEV-AN,SPRINGER,1071-2690,1543-706X,CELL BIOLOGY,SCIE,"2,544",1.5,Q4,0.39,10.53%
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,IN VITRO CELL DEV-AN,SPRINGER,1071-2690,1543-706X,DEVELOPMENTAL BIOLOGY,SCIE,"2,544",1.5,Q4,0.39,10.53%
ROBOMECH Journal,ROBOMECH J,SPRINGERNATURE,2197-4225,2197-4225,ROBOTICS,ESCI,410,1.5,Q4,0.38,100%
Algorithms for Molecular Biology,ALGORITHM MOL BIOL,BMC,N/A,1748-7188,BIOCHEMICAL RESEARCH METHODS,SCIE,777,1.5,Q4,0.34,100%
Algorithms for Molecular Biology,ALGORITHM MOL BIOL,BMC,N/A,1748-7188,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,777,1.5,Q4,0.34,100%
JOURNAL OF COMPUTATIONAL NEUROSCIENCE,J COMPUT NEUROSCI,SPRINGER,0929-5313,1573-6873,NEUROSCIENCES,SCIE,"1,673",1.5,Q4,0.32,28%
MECHANICS OF COMPOSITE MATERIALS,MECH COMPOS MATER,SPRINGER,0191-5665,1573-8922,"MATERIALS SCIENCE, COMPOSITES",SCIE,"1,626",1.5,Q4,0.3,0%
MECHANICS OF COMPOSITE MATERIALS,MECH COMPOS MATER,SPRINGER,0191-5665,1573-8922,POLYMER SCIENCE,SCIE,"1,626",1.5,Q4,0.3,0%
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,J PHASE EQUILIB DIFF,SPRINGER,1547-7037,1863-7345,"CHEMISTRY, PHYSICAL",SCIE,"3,253",1.5,Q4,0.27,17.17%
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,J PHASE EQUILIB DIFF,SPRINGER,1547-7037,1863-7345,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"3,253",1.5,Q4,0.27,17.17%
Indian Journal of Clinical Biochemistry,INDIAN J CLIN BIOCHE,SPRINGER INDIA,0970-1915,0974-0422,BIOCHEMISTRY & MOLECULAR BIOLOGY,ESCI,"2,364",1.5,Q4,0.26,7.59%
VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,VET IMMUNOL IMMUNOP,ELSEVIER,0165-2427,1873-2534,IMMUNOLOGY,SCIE,"5,672",1.4,Q4,0.61,19.70%
CLINICAL BIOMECHANICS,CLIN BIOMECH,ELSEVIER SCI LTD,0268-0033,1879-1271,"ENGINEERING, BIOMEDICAL",SCIE,"9,077",1.4,Q4,0.57,13%
JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,J AGR BIOL ENVIR ST,SPRINGER,1085-7117,1537-2693,MATHEMATICAL & COMPUTATIONAL BIOLOGY,SCIE,"1,493",1.4,Q4,0.55,36.09%
Value in Health Regional Issues,VALUE HEALTH REG ISS,ELSEVIER,2212-1099,2212-1099,HEALTH POLICY & SERVICES,ESCI,979,1.4,Q4,0.54,31.58%
JOURNAL OF CANCER EDUCATION,J CANCER EDUC,SPRINGER,0885-8195,1543-0154,ONCOLOGY,SCIE,"3,541",1.4,Q4,0.53,21.13%
JOURNAL OF MOLECULAR SPECTROSCOPY,J MOL SPECTROSC,ACADEMIC PRESS INC ELSEVIER SCIENCE,0022-2852,1096-083X,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",SCIE,"4,920",1.4,Q4,0.53,14.23%
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYN S,SPRINGER,0924-6703,1573-7594,AUTOMATION & CONTROL SYSTEMS,SCIE,540,1.4,Q4,0.51,23.53%
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,NUCL INSTRUM METH B,ELSEVIER,0168-583X,1872-9584,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",SCIE,"16,647",1.4,Q4,0.5,10.40%
Zeitschrift fur Evidenz Fortbildung und Qualitaet im Gesundheitswesen,Z EVIDENZ FORTBILD Q,ELSEVIER GMBH,1865-9217,2212-0289,HEALTH POLICY & SERVICES,ESCI,895,1.4,Q4,0.49,23.43%
Current Genetic Medicine Reports,CURR GENET MED REP,SPRINGERNATURE,N/A,2167-4876,GENETICS & HEREDITY,ESCI,247,1.4,Q4,0.45,50%
IEEE Computer Architecture Letters,IEEE COMPUT ARCHIT L,IEEE COMPUTER SOC,1556-6056,1556-6064,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",SCIE,669,1.4,Q4,0.44,5.38%
ACTA BIOTHEORETICA,ACTA BIOTHEOR,SPRINGER,0001-5342,1572-8358,MATHEMATICAL & COMPUTATIONAL BIOLOGY,SCIE,738,1.4,Q4,0.4,18.84%
Cancer Genetics,CANCER GENET-NY,ELSEVIER SCIENCE INC,2210-7762,2210-7770,GENETICS & HEREDITY,SCIE,"1,279",1.4,Q4,0.4,11.65%
Cancer Genetics,CANCER GENET-NY,ELSEVIER SCIENCE INC,2210-7762,2210-7770,ONCOLOGY,SCIE,"1,279",1.4,Q4,0.4,11.65%
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM SYST ECOL,PERGAMON-ELSEVIER SCIENCE LTD,0305-1978,1873-2925,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"4,585",1.4,Q4,0.38,1.59%
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM SYST ECOL,PERGAMON-ELSEVIER SCIENCE LTD,0305-1978,1873-2925,EVOLUTIONARY BIOLOGY,SCIE,"4,585",1.4,Q4,0.38,1.59%
MOLECULAR AND BIOCHEMICAL PARASITOLOGY,MOL BIOCHEM PARASIT,ELSEVIER,0166-6851,1872-9428,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"4,178",1.4,Q4,0.37,20.15%
TRANSFUSION AND APHERESIS SCIENCE,TRANSFUS APHER SCI,PERGAMON-ELSEVIER SCIENCE LTD,1473-0502,1878-1683,HEMATOLOGY,SCIE,"2,594",1.4,Q4,0.37,11.24%
Contemporary Clinical Trials Communications,CONT CLIN TRIAL COMM,ELSEVIER INC,N/A,2451-8654,"MEDICINE, RESEARCH & EXPERIMENTAL",ESCI,"1,640",1.4,Q4,0.36,95.19%
PROTEIN EXPRESSION AND PURIFICATION,PROTEIN EXPRES PURIF,ACADEMIC PRESS INC ELSEVIER SCIENCE,1046-5928,1096-0279,BIOCHEMICAL RESEARCH METHODS,SCIE,"4,416",1.4,Q4,0.36,11.48%
PROTEIN EXPRESSION AND PURIFICATION,PROTEIN EXPRES PURIF,ACADEMIC PRESS INC ELSEVIER SCIENCE,1046-5928,1096-0279,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"4,416",1.4,Q4,0.36,11.48%
PROTEIN EXPRESSION AND PURIFICATION,PROTEIN EXPRES PURIF,ACADEMIC PRESS INC ELSEVIER SCIENCE,1046-5928,1096-0279,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"4,416",1.4,Q4,0.36,11.48%
Russian Journal of Physical Chemistry B,RUSS J PHYS CHEM B+,MAIK NAUKA/INTERPERIODICA/SPRINGER,1990-7931,1990-7923,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",SCIE,"1,626",1.4,Q4,0.35,1.90%
Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REV BRAS FARMACOGN,SPRINGERNATURE,0102-695X,1981-528X,"CHEMISTRY, MEDICINAL",SCIE,"3,403",1.4,Q4,0.34,9.33%
Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REV BRAS FARMACOGN,SPRINGERNATURE,0102-695X,1981-528X,PHARMACOLOGY & PHARMACY,SCIE,"3,403",1.4,Q4,0.34,9.33%
JOURNAL OF SCHEDULING,J SCHEDULING,SPRINGER,1094-6136,1099-1425,"ENGINEERING, MANUFACTURING",SCIE,"1,407",1.4,Q4,0.33,31.36%
SOLID-STATE ELECTRONICS,SOLID STATE ELECTRON,PERGAMON-ELSEVIER SCIENCE LTD,0038-1101,1879-2405,"PHYSICS, APPLIED",SCIE,"6,097",1.4,Q4,0.33,12.16%
SOLID-STATE ELECTRONICS,SOLID STATE ELECTRON,PERGAMON-ELSEVIER SCIENCE LTD,0038-1101,1879-2405,"PHYSICS, CONDENSED MATTER",SCIE,"6,097",1.4,Q4,0.33,12.16%
TRANSFUSION CLINIQUE ET BIOLOGIQUE,TRANSFUS CLIN BIOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1246-7820,N/A,HEMATOLOGY,SCIE,744,1.4,Q4,0.3,7.65%
