Position,Institution,Country/territory,Count,Share
486,Kyung Hee University (KHU),South Korea,203,41.86419706
487,Tiangong University (TGU),China,128,41.76859345
488,University of Lisbon (ULISBOA),Portugal,291,41.59489391
489,Tufts University,United States of America (USA),317,41.42291743
490,Suzhou University of Science and Technology,China,147,41.37302882
491,Alphabet,United States of America (USA),97,41.36611317
492,The University of Kansas (KU),United States of America (USA),263,41.31853533
493,University of Duisburg-Essen (UDE),Germany,227,41.21660753
494,Louisiana State University (LSU),United States of America (USA),190,41.01192963
495,University of Milan (UNIMI),Italy,375,40.81046159
496,Drexel University,United States of America (USA),144,40.7531205
497,University of Oregon (UO),United States of America (USA),168,40.50088012
498,University of South Carolina - Columbia (SC),United States of America (USA),131,40.27198587
499,University of Granada (UGR),Spain,193,40.21283385
500,University of Stuttgart,Germany,153,39.87261631
501,Newcastle University,United Kingdom (UK),248,39.81725879
502,University of Naples Federico II (UNINA),Italy,331,39.78405947
503,Leibniz University Hannover (LUH),Germany,153,39.73635213
504,Fujian Medical University,China,162,39.60369967
505,Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR),India,61,39.5640873
506,Huaqiao University (HQU),China,81,39.53843532
507,Indian Institute of Technology Kharagpur (IIT Kharagpur),India,70,39.42155402
508,The University of Texas at Dallas (UT Dallas),United States of America (USA),148,39.14425457
509,Laval University (UL),Canada,223,39.03730678
510,Renmin University of China (RUC),China,177,38.97342584
511,Hiroshima University (HU),Japan,195,38.75802105
512,The University of Texas at San Antonio (UT San Antonio),United States of America (USA),180,38.69902742
513,Woods Hole Oceanographic Institution (WHOI),United States of America (USA),169,38.62086095
514,Fujian Agriculture and Forestry University (FAFU),China,105,38.60854336
515,University of Innsbruck (LFU),Austria,191,38.59846975
516,Indian Institute of Technology Roorkee (IIT Roorkee),India,59,38.5585031
517,Beijing Forestry University (BFU),China,118,38.55651378
518,Kaiser Permanente,United States of America (USA),162,38.38632533
519,University of Missouri (Mizzou),United States of America (USA),162,38.24713103
520,Institute of Science and Technology Austria (IST Austria),Austria,98,38.07136444
521,TU Dortmund University,Germany,206,37.94927682
522,Queensland University of Technology (QUT),Australia,200,37.85688076
523,National Scientific and Technical Research Council (CONICET),Argentina,303,37.78478577
524,University of Bordeaux,France,354,37.72734948
525,Anhui Agricultural University (AAU),China,92,37.33653335
526,Kanazawa University (KU),Japan,111,37.17975354
527,Technical University of Darmstadt (TU Darmstadt),Germany,177,37.09072186
528,"National Research Institute for Agriculture, Food and Environment (INRAE)",France,559,36.71326401
529,Harbin Engineering University (HEU),China,288,36.70953406
530,"Chinese University of Hong Kong, Shenzhen (CUHKSZ)",China,175,36.69507773
531,University of Nebraska-Lincoln (UNL),United States of America (USA),166,36.35375481
532,London School of Hygiene and Tropical Medicine (LSHTM),United Kingdom (UK),240,36.34060555
533,Anhui University of Technology,China,96,36.33447287
534,The University of Western Australia (UWA),Australia,287,36.30470613
535,National Cheng Kung University (NCKU),Taiwan,137,36.15191864
536,Pasteur Institute,France,290,36.06187752
537,University of Potsdam,Germany,260,36.00738824
538,Cedars-Sinai Medical Center (Cedars-Sinai),United States of America (USA),214,35.97678037
539,Jiangsu Normal University (JSNU),China,71,35.67097694
540,Chinese Center for Disease Control and Prevention (China CDC),China,230,35.4739949
541,Swiss Federal Laboratories for Materials Science and Technology (EMPA),Switzerland,127,35.39694277
542,China Three Gorges University (CTGU),China,88,35.3264471
543,Sandia National Laboratories,United States of America (USA),135,35.23822298
544,University of Turin (UNITO),Italy,332,34.75609953
545,Qilu University of Technology (QLUT),China,96,34.74279401
546,University of Santiago de Compostela (USC),Spain,197,34.61192966
547,Chung-Ang University (CAU),South Korea,168,34.464777
548,Pusan National University (PNU),South Korea,141,34.26491455
549,French National Research Institute for Sustainable Development (IRD),France,639,34.24258684
550,China Medical University (CMU),China,145,34.17451404
551,Tokyo University of Science (TUS),Japan,109,34.09634261
552,University of Saskatchewan (U of S),Canada,173,34.07026537
553,Pingyuan Laboratory,China,85,33.99072975
554,Merck & Co,United States of America (USA),92,33.97357146
555,Brandeis University,United States of America (USA),109,33.88305874
556,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,89,33.86931409
557,University of Bath,United Kingdom (UK),169,33.70419518
558,Shantou University (STU),China,125,33.5979206
559,University of Pisa (UNIPI),Italy,305,33.58064274
560,University of Ulsan (UOU),South Korea,141,33.43597477
561,Royal Melbourne Institute of Technology (RMIT University),Australia,155,33.41078856
562,Tulane University,United States of America (USA),133,33.06105995
563,Umeå University (UMU),Sweden,183,32.93544675
564,The University of New Mexico (UNM),United States of America (USA),187,32.73594173
565,Bielefeld University,Germany,80,32.70921381
566,University of Antwerp (UA),Belgium,233,32.57469414
567,ChangChun University of Science and Technology (CUST),China,66,32.52319059
568,IBM,United States of America (USA),93,32.4942346
569,Saarland University (Saar-Uni),Germany,127,32.40861849
570,Bar-Ilan University (BIU),Israel,96,32.00735657
571,Autonomous University of Barcelona (UAB),Spain,412,31.9432337
572,Heilongjiang University (HLJU),China,62,31.91573378
573,"China University of Petroleum, Beijing (CUP)",China,109,31.8888143
574,Free University of Brussels (VUB),Belgium,206,31.86914062
575,National Institute for Astrophysics (INAF),Italy,200,31.82407511
576,Pfizer,United States of America (USA),100,31.49899828
577,Osaka Metropolitan University (OMU),Japan,93,31.46585919
578,South-Central Minzu University (SCMU),China,62,31.40234061
579,University of Liège (ULg),Belgium,138,31.39044701
580,Okinawa Institute of Science and Technology Graduate University (OIST),Japan,82,31.35625189
581,Ulm University,Germany,204,31.20940955
582,Shenzhen Bay Laboratory,China,137,31.16087237
583,Hong Kong Baptist University (HKBU),China,162,31.10211402
584,Indian Institute of Technology Hyderabad (IITH),India,68,31.03459506
585,Simons Foundation,United States of America (USA),176,30.98533272
586,Sinopec,China,203,30.86832234
587,University of Otago,New Zealand,180,30.70380274
588,University of Victoria (UVic),Canada,183,30.6293854
589,Boston College (BC),United States of America (USA),78,30.41301928
590,Wellcome Sanger Institute,United Kingdom (UK),159,30.39938416
591,Colorado School of Mines,United States of America (USA),82,30.32502314
592,Jiaxing University,China,102,30.3088087
593,"University of Nevada, Reno (UNR)",United States of America (USA),88,30.00360039
594,University of Pittsburgh Medical Center (UPMC),United States of America (USA),226,29.97022191
595,Sichuan Agricultural University (SAU),China,69,29.91379966
596,Wuyi University,China,75,29.91311258
597,Samsung Group,South Korea,168,29.70988457
598,Scuola Internazionale Superiore di Studi Avanzati (SISSA),Italy,128,29.60373993
599,Lilly,United States of America (USA),78,29.53433498
600,European Synchrotron Radiation Facility (ESRF),France,180,29.20729238
601,University of Bremen (Uni Bremen),Germany,126,29.19331647
602,University of Bergen (UIB),Norway,265,29.09012595
603,China University of Mining and Technology (CUMT),China,95,29.05113767
604,Sichuan Normal University,China,70,28.81042139
605,Taizhou University (TZU),China,75,28.77350494
606,The Commonwealth Scientific and Industrial Research Organisation (CSIRO),Australia,195,28.54397996
607,University of East Anglia (UEA),United Kingdom (UK),146,28.53472882
608,Liaocheng University (LCU),China,82,28.52991353
609,The George Washington University (GW),United States of America (USA),187,28.49422219
610,Macau University of Science and Technology (MUST),China,232,28.43892784
611,University of Twente (UTwente),Netherlands,93,28.41160759
612,Carnegie Institution for Science (CIS),United States of America (USA),294,28.37203194
613,Maastricht University (UM),Netherlands,228,28.36808588
614,University of Manitoba,Canada,134,28.30070709
615,Nanjing University of Chinese Medicine (NJUCM),China,122,28.27582562
616,East China University of Technology (ECUT),China,70,28.20769325
617,University College Dublin (UCD),Ireland,228,28.18252173
618,Austrian Academy of Sciences (ÖAW),Austria,241,28.17391034
619,Waseda University,Japan,139,28.16468038
620,Chiba University,Japan,116,28.13485951
621,Johnson & Johnson,United States of America (USA),88,28.11388489
622,Dalhousie University,Canada,123,28.0264575
623,Shenyang Pharmaceutical University (SPU),China,60,27.95939134
624,Wuhan Institute of Technology (WIT),China,101,27.92189652
625,Johns Hopkins Health System Corporation (JHHS),United States of America (USA),271,27.91312473
626,Virginia Commonwealth University (VCU),United States of America (USA),119,27.88600654
627,University of Milano-Bicocca (UNIMIB),Italy,257,27.85434331
628,Salk Institute for Biological Studies (Salk),United States of America (USA),103,27.81223252
629,University of Jyväskylä,Finland,180,27.8097938
630,Capital Normal University (CNU),China,80,27.5290953
631,Simon Fraser University (SFU),Canada,140,27.48262661
632,University of Fribourg (UNIFR),Switzerland,121,27.4653134
633,University of Sherbrooke (USherbrooke),Canada,132,27.44942496
634,Curtin University,Australia,188,27.40804548
635,"NWO-I, the Institutes Organisation of NWO",Netherlands,308,27.30218463
636,Center for High Pressure Science and Technology Advanced Research (HPSTAR),China,109,27.18807047
637,University of Dundee,United Kingdom (UK),134,27.15750933
638,Shinshu University (SU),Japan,126,27.11795867
639,Kobe University,Japan,157,26.86370718
640,Georgetown University,United States of America (USA),124,26.60641321
641,Wayne State University,United States of America (USA),170,26.57257401
642,Giessen University (JLU),Germany,286,26.56367352
643,Sogang University,South Korea,70,26.4759519
644,University of Oviedo (UniOvi),Spain,174,26.28338004
645,University of Oulu,Finland,104,26.28171751
646,HHMI Janelia Research Campus,United States of America (USA),74,26.27572905
647,University of Technology Sydney (UTS),Australia,148,26.22215761
648,Shanxi Normal University (SXNU),China,102,26.11227005
649,National Institutes of Natural Sciences (NINS),Japan,189,25.99370833
650,Medical College of Wisconsin (MCW),United States of America (USA),138,25.87457463
651,University of Turku (UTU),Finland,156,25.80518305
652,City of Hope,United States of America (USA),190,25.58970015
653,Masaryk University (MU),Czech Republic,128,25.51412911
654,Washington State University (WSU),United States of America (USA),129,25.50991035
655,National Renewable Energy Laboratory (NREL),United States of America (USA),111,25.48862766
656,Wuhan Textile University (WTU),China,115,25.46803744
657,Smithsonian Institution,United States of America (USA),282,25.42859395
658,Wake Forest University (WFU),United States of America (USA),127,25.41716339
659,Swiss Federal Institute of Aquatic Science and Technology (EAWAG),Switzerland,76,25.36572019
660,Tianjin Normal University (TJNU),China,67,25.3072324
661,Liaoning Normal University (LNNU),China,94,25.2055616
